id,prediction
306,497.29846
307,270.74683
308,0.09315729
309,0
310,0
311,0
312,11.581981
313,14.541537
314,111.16841
315,229.64055
316,424.34607
317,990.083
318,1365.9001
319,1937.5391
320,2738.5205
321,3280.051
322,3449.4065
323,3205.425
324,2875.19
325,2415.5815
326,1494.0623
327,1000.5405
328,988.3716
329,613.62555
330,276.47128
331,98.98616
332,34.427677
333,6.4393387
334,4.533326
335,2.1441958
336,3.1588044
337,10.502707
338,56.40117
339,107.34288
340,215.05182
341,636.0441
342,1044.7234
343,1216.6411
344,1516.1372
345,1875.2157
346,1567.477
347,1931.8198
348,1925.4358
349,2033.4946
350,1911.5868
351,1727.0315
352,1120.5602
353,501.00873
354,332.49152
355,182.60713
356,67.67162
357,8.750006
358,6.0496554
359,1.452477
360,7.1478877
361,20.894909
362,116.5218
363,232.47766
364,451.29227
365,896.4795
366,1288.3796
367,1218.4451
368,1992.5294
369,2544.1318
370,2236.4592
371,2328.4685
372,2657.1926
373,2360.516
374,1773.9208
375,1395.0889
376,847.4523
377,682.5431
378,415.59882
379,80.283356
380,5.1056747
381,3.607512
382,2.3727088
383,0.904488
384,5.9272575
385,7.6340275
386,51.057613
387,143.42715
388,283.9059
389,507.67175
390,530.56757
391,640.7239
392,1115.4788
393,1608.011
394,1972.283
395,2159.8027
396,2647.2224
397,2864.475
398,2593.3804
399,1665.9243
400,1096.8699
401,969.6789
402,442.27225
403,244.08932
404,76.21818
405,12.777057
406,14.187881
407,4.530483
408,37.37535
409,74.409996
410,197.13243
411,423.30972
412,780.8047
413,1846.9723
414,3192.9587
415,4053.7422
416,4543.2983
417,5037.345
418,4909.5415
419,4877.868
420,4461.3003
421,4233.7646
422,3622.659
423,3055.022
424,2332.3525
425,1263.1752
426,675.6997
427,333.69855
428,134.1951
429,15.786502
430,5.792123
431,4.8913064
432,17.075428
433,36.856056
434,122.773315
435,380.32275
436,791.0269
437,1351.6768
438,2052.2856
439,2927.1865
440,3525.7583
441,4333.0405
442,3612.758
443,2917.3232
444,1841.3972
445,1394.216
446,1104.9843
447,1020.53906
448,1282.5367
449,492.17398
450,237.83939
451,155.04848
452,29.511127
453,14.442013
454,3.8474061
455,4.44213
456,0
457,9.346855
458,108.18086
459,201.65724
460,490.84857
461,812.8629
462,1953.9698
463,3712.5059
464,3679.858
465,3862.0151
466,3937.4307
467,4215.4453
468,4484.2354
469,4253.0845
470,3656.088
471,2980.6753
472,2332.0027
473,1260.6769
474,689.64307
475,359.32465
476,141.97417
477,7.556241
478,2.812576
479,2.2840707
480,6.549531
481,6.105824
482,102.9642
483,287.99298
484,688.6406
485,1679.699
486,2642.7405
487,3694.7673
488,4429.1577
489,5024.635
490,5033.014
491,4973.484
492,4649.915
493,4163.9478
494,3591.2583
495,2958.8303
496,2174.528
497,1260.2466
498,559.87476
499,356.7193
500,130.42986
501,10.717411
502,12.200605
503,3.3002977
504,0
505,12.014118
506,117.955414
507,368.649
508,764.02576
509,1403.8612
510,2438.8374
511,3244.0503
512,4232.0054
513,4769.809
514,4877.6357
515,3894.2256
516,2356.7107
517,3131.3638
518,2314.8833
519,1747.292
520,1390.3462
521,648.4804
522,266.07144
523,120.65956
524,37.32309
525,0
526,0
527,0
528,0
529,14.073591
530,28.183428
531,86.13279
532,245.63094
533,530.10754
534,1124.6959
535,1606.5831
536,1673.1296
537,1481.7101
538,1116.589
539,2510.6357
540,3527.5464
541,3344.7485
542,3030.5347
543,2509.6543
544,1520.9685
545,781.24805
546,443.7069
547,265.25888
548,69.87065
549,0
550,11.435752
551,0.9163513
552,23.949621
553,32.92423
554,33.46775
555,64.87563
556,174.59668
557,184.95552
558,405.01144
559,403.2732
560,937.061
561,1220.0082
562,1735.1146
563,1318.262
564,988.8407
565,904.42505
566,1328.8005
567,2204.265
568,1705.381
569,682.18896
570,534.8005
571,140.82007
572,72.47781
573,0
574,5.195323
575,6.882101
576,16.350965
577,29.049545
578,142.0035
579,324.92493
580,815.9413
581,1740.4812
582,3033.704
583,3497.237
584,4125.948
585,4278.076
586,4243.7993
587,3998.5176
588,3144.5344
589,2553.583
590,2197.0686
591,1783.8391
592,1002.1769
593,695.347
594,241.63437
595,143.11299
596,1.4420071
597,0
598,0
599,17.691654
600,4.281644
601,18.058094
602,101.75729
603,378.1645
604,879.28094
605,1604.8877
606,2769.2703
607,4020.4648
608,4888.097
609,4901.1987
610,4664.1377
611,5066.2783
612,4884.704
613,4143.7065
614,3004.2102
615,2177.289
616,1610.5974
617,755.58
618,509.3117
619,296.176
620,108.14389
621,7.7523146
622,5.4231887
623,1.301276
624,0
625,2.3622196
626,52.807407
627,203.64384
628,521.8479
629,497.97797
630,945.6706
631,1001.6779
632,908.89075
633,1176.4008
634,1103.0659
635,1434.2455
636,1117.8754
637,932.0786
638,993.4395
639,989.7478
640,454.74655
641,271.17377
642,187.5233
643,117.49051
644,47.33348
645,34.539375
646,37.356644
647,13.1335125
648,5.0061255
649,23.804585
650,45.171276
651,125.25594
652,102.9471
653,184.33212
654,261.59045
655,312.75037
656,460.65976
657,565.16595
658,430.9892
659,190.22913
660,0
661,300.95078
662,607.9669
663,618.616
664,362.9403
665,398.8369
666,245.3291
667,113.35918
668,23.100662
669,4.338662
670,0
671,0
672,0
673,14.46005
674,148.41473
675,237.01408
676,455.00446
677,547.2801
678,1709.3643
679,2284.5498
680,3331.0142
681,3777.6401
682,4007.4858
683,3975.9692
684,3162.9307
685,3692.9048
686,3048.8474
687,2042.2234
688,551.37756
689,254.78201
690,405.4199
691,200.59837
692,18.024628
693,0
694,0
695,0
696,5.667308
697,13.3641205
698,135.07297
699,167.1561
700,357.1666
701,681.2478
702,937.5299
703,701.3243
704,1365.1973
705,2131.9102
706,3236.9148
707,3403.1558
708,3535.2087
709,3791.8745
710,2216.438
711,1522.6836
712,893.781
713,599.87134
714,411.7765
715,239.66069
716,102.07358
717,27.023989
718,0
719,0
720,0
721,0
722,0
723,2.3233087
724,55.35262
725,92.96169
726,254.0835
727,378.5206
728,462.86234
729,542.79254
730,543.64136
731,525.79755
732,479.0826
733,390.64664
734,381.28653
735,279.37973
736,177.17044
737,76.54994
738,36.363186
739,6.01406
740,0
741,0
742,0
743,1.2112975
744,1.7896074
745,1.9114219
746,3.2714763
747,20.711508
748,100.4835
749,237.83542
750,310.57126
751,416.72433
752,582.7297
753,652.10706
754,731.46185
755,723.0807
756,665.7343
757,591.8553
758,529.1741
759,435.04538
760,286.07257
761,127.33492
762,64.286865
763,10.282632
764,4.8203735
765,0.23887654
766,0
767,0.08359058
768,12.246601
769,7.804719
770,1.013819
771,42.141697
772,129.82568
773,314.75446
774,516.1878
775,680.1038
776,837.9124
777,915.461
778,947.1889
779,931.85077
780,802.9635
781,709.86237
782,629.9696
783,422.40747
784,249.02051
785,142.48686
786,81.57172
787,12.836669
788,1.1636893
789,0
790,0
791,0
792,0.55438954
793,0.55681926
794,2.057629
795,15.331029
796,65.27244
797,202.55716
798,404.57718
799,648.92474
800,723.0334
801,665.86694
802,695.5223
803,668.59033
804,654.1052
805,508.0042
806,541.30084
807,497.23077
808,312.90714
809,167.99977
810,70.01447
811,18.513235
812,1.1221075
813,0
814,0
815,0.06460353
816,0
817,0
818,5.472948
819,51.423298
820,130.98187
821,243.90416
822,459.20944
823,608.8639
824,802.89294
825,784.49023
826,857.7965
827,902.57056
828,956.2043
829,868.62305
830,698.18555
831,528.2423
832,333.7062
833,195.63692
834,119.40177
835,36.294582
836,1.3365045
837,1.2256287
838,0
839,0.05539882
840,0.5956015
841,0.54531157
842,7.24923
843,50.168503
844,159.10236
845,357.44366
846,527.55096
847,706.5585
848,774.8762
849,763.959
850,733.79144
851,683.4025
852,630.57886
853,555.0781
854,622.7102
855,490.1656
856,300.37524
857,184.3241
858,98.96698
859,35.37836
860,3.5692677
861,1.952448
862,0
863,0
864,0
865,0.49361482
866,8.865085
867,50.91485
868,158.33917
869,358.30948
870,527.5612
871,736.31476
872,870.0956
873,929.3304
874,925.1424
875,833.79
876,837.02985
877,727.95215
878,676.8772
879,491.14368
880,270.0562
881,192.16241
882,106.1711
883,34.554264
884,7.2196937
885,1.5931886
886,0
887,0
888,9.378846
889,0
890,0.42524335
891,13.471902
892,25.257893
893,37.8695
894,86.12486
895,119.45273
896,170.85452
897,210.46364
898,196.58476
899,261.7125
900,301.62497
901,440.99112
902,391.30338
903,293.40182
904,256.5992
905,136.28413
906,80.82972
907,26.169678
908,4.6641784
909,0
910,0
911,0
912,0
913,0
914,9.63255
915,38.101025
916,65.16079
917,89.25868
918,154.87524
919,336.35468
920,442.26416
921,300.37296
922,439.79868
923,525.0656
924,388.59454
925,469.73965
926,398.68503
927,314.1482
928,157.66675
929,96.20104
930,37.56018
931,14.989655
932,1.649233
933,0
934,0.40365133
935,4.2360306
936,0.21606249
937,0
938,5.577969
939,21.505867
940,41.66675
941,42.392555
942,130.62424
943,211.18959
944,314.68408
945,355.12415
946,352.90967
947,358.55966
948,338.99014
949,283.54633
950,199.7211
951,149.47467
952,82.40918
953,59.536415
954,26.130241
955,20.434763
956,1.8821698
957,0.43302926
958,0
959,0.36734742
960,0
961,0.7941663
962,3.0392072
963,13.85925
964,31.851845
965,95.952774
966,150.12038
967,352.5573
968,432.21796
969,342.08365
970,174.2009
971,245.94902
972,226.26537
973,233.90718
974,208.14607
975,221.73215
976,238.72694
977,149.56207
978,91.2212
979,21.579128
980,9.428544
981,0.997739
982,0.07660279
983,0
984,0
985,0
986,15.438872
987,40.087994
988,77.05696
989,141.02257
990,230.89488
991,302.1092
992,350.04276
993,434.1455
994,471.36102
995,458.53357
996,390.94382
997,342.1978
998,247.15489
999,193.0469
1000,139.68126
1001,83.47876
1002,26.862816
1003,14.726758
1004,0
1005,0
1006,0.10343168
1007,0.7998674
1008,0
1009,0.15109544
1010,16.909319
1011,50.9102
1012,86.053444
1013,158.49376
1014,263.96515
1015,355.56464
1016,315.23297
1017,413.9662
1018,450.09167
1019,466.47287
1020,393.77435
1021,358.96143
1022,321.99432
1023,266.7386
1024,158.60678
1025,118.03506
1026,76.89812
1027,29.423164
1028,8.053375
1029,0.09021947
1030,0.20792952
1031,0.45432296
1032,0
1033,0.074103035
1034,13.499599
1035,45.22626
1036,102.197495
1037,174.92038
1038,299.40714
1039,340.03818
1040,469.43637
1041,572.90625
1042,597.39056
1043,548.5337
1044,499.32007
1045,407.09662
1046,288.5708
1047,198.8526
1048,137.16508
1049,86.629036
1050,34.576385
1051,26.104715
1052,4.8952055
1053,0.12166927
1054,0
1055,0
1056,0.5461374
1057,0.15029743
1058,7.60908
1059,17.848318
1060,51.118923
1061,120.73702
1062,183.7651
1063,226.9484
1064,287.95615
1065,347.6134
1066,343.39532
1067,347.09326
1068,312.49512
1069,304.95935
1070,262.71832
1071,232.56096
1072,158.30963
1073,120.69761
1074,53.64049
1075,26.081696
1076,9.342492
1077,1.5159154
1078,0
1079,0
1080,0
1081,0.46372187
1082,9.59769
1083,24.731043
1084,75.00812
1085,121.16877
1086,169.25835
1087,227.7088
1088,315.44394
1089,389.03256
1090,526.3092
1091,456.9108
1092,449.9688
1093,423.9505
1094,296.18817
1095,253.31001
1096,170.44759
1097,149.36536
1098,90.695366
1099,33.0692
1100,4.170737
1101,0
1102,0
1103,0
1104,0
1105,0
1106,15.477308
1107,24.487593
1108,52.771175
1109,105.02503
1110,155.39423
1111,214.7548
1112,268.49045
1113,332.0905
1114,348.38016
1115,299.8569
1116,364.8732
1117,341.16553
1118,297.93042
1119,224.40634
1120,156.10728
1121,125.65476
1122,107.73564
1123,44.807076
1124,13.424598
1125,2.2230124
1126,0.12221834
1127,0
1128,2.1676755
1129,4.1526723
1130,41.848843
1131,96.94838
1132,228.88971
1133,416.6414
1134,615.1938
1135,783.1778
1136,909.7411
1137,1033.331
1138,1053.4756
1139,1036.8481
1140,1034.601
1141,933.39496
1142,771.18585
1143,583.3327
1144,416.99857
1145,279.98752
1146,154.7348
1147,68.2953
1148,16.581034
1149,0
1150,0
1151,0
1152,0.544834
1153,1.7844197
1154,29.784933
1155,83.98574
1156,208.18733
1157,325.69794
1158,500.98135
1159,600.52057
1160,696.0862
1161,860.57837
1162,848.27795
1163,726.7133
1164,560.3007
1165,376.8716
1166,323.15317
1167,308.97937
1168,280.59814
1169,152.53737
1170,73.36291
1171,42.441242
1172,9.5815735
1173,1.2936227
1174,0.22797355
1175,0.3267017
1176,0
1177,0.4440928
1178,18.903835
1179,44.952797
1180,93.63062
1181,148.80351
1182,387.76462
1183,581.4957
1184,676.08856
1185,731.5505
1186,798.6114
1187,936.8655
1188,958.1106
1189,908.6498
1190,715.7227
1191,584.45355
1192,446.34363
1193,280.28616
1194,163.90593
1195,70.0495
1196,16.424717
1197,0.38861835
1198,0
1199,0
1200,0
1201,2.318359
1202,32.142864
1203,98.79433
1204,229.88684
1205,390.1575
1206,567.19385
1207,732.67084
1208,853.591
1209,945.15295
1210,1009.048
1211,960.01416
1212,943.06
1213,886.1828
1214,717.66595
1215,557.15814
1216,443.1386
1217,262.09848
1218,150.43764
1219,72.30272
1220,17.134867
1221,1.977102
1222,4.4454694
1223,0
1224,0
1225,2.1588
1226,27.74731
1227,77.5027
1228,192.31425
1229,337.13406
1230,453.89658
1231,690.467
1232,823.88684
1233,852.48193
1234,867.75073
1235,781.27045
1236,605.4806
1237,636.12683
1238,483.41708
1239,386.13785
1240,319.948
1241,183.69524
1242,91.62606
1243,54.591305
1244,10.786649
1245,5.5854297
1246,0
1247,0
1248,0.45686024
1249,0.95734763
1250,7.087906
1251,20.821848
1252,60.947006
1253,138.69284
1254,200.25693
1255,260.88266
1256,298.98502
1257,234.24734
1258,178.22023
1259,513.2499
1260,617.8469
1261,731.3037
1262,644.5751
1263,495.88977
1264,364.29535
1265,195.18391
1266,110.899345
1267,48.12114
1268,12.537666
1269,0.5930897
1270,0.4980549
1271,0
1272,0
1273,2.0522468
1274,7.49156
1275,14.821599
1276,21.169092
1277,19.841507
1278,87.31083
1279,101.1838
1280,232.56703
1281,287.5965
1282,299.5103
1283,290.9215
1284,277.71655
1285,271.31744
1286,321.2865
1287,425.09665
1288,321.16965
1289,188.60155
1290,103.76854
1291,45.595936
1292,7.58397
1293,0
1294,0
1295,0
1296,0
1297,2.5907621
1298,27.555794
1299,77.67027
1300,186.41794
1301,347.8799
1302,519.6235
1303,658.7647
1304,743.6499
1305,785.4067
1306,843.51495
1307,820.8641
1308,773.9097
1309,645.03174
1310,519.96655
1311,445.20493
1312,267.64343
1313,175.23425
1314,83.7015
1315,40.524887
1316,5.352395
1317,0
1318,0.4506667
1319,0
1320,0.13604711
1321,1.6832293
1322,26.654211
1323,85.1293
1324,188.89919
1325,330.5998
1326,510.90988
1327,592.65875
1328,733.35675
1329,844.5718
1330,912.06616
1331,918.9206
1332,896.30237
1333,790.92426
1334,589.06415
1335,421.42545
1336,255.57329
1337,166.66925
1338,83.862465
1339,67.36585
1340,7.941957
1341,0
1342,0.31479624
1343,0.3833959
1344,0.47699913
1345,0
1346,14.113807
1347,60.098396
1348,108.623436
1349,165.56474
1350,171.94388
1351,207.02728
1352,250.90076
1353,263.50906
1354,389.00262
1355,384.98914
1356,294.16434
1357,291.18054
1358,285.02902
1359,255.7445
1360,160.54016
1361,84.87793
1362,27.705544
1363,9.217415
1364,1.1394856
1365,2.6418142
1366,0.8861909
1367,0.383902
1368,0
1369,0
1370,7.3415537
1371,20.21704
1372,27.581247
1373,21.970024
1374,71.836555
1375,112.77828
1376,127.09976
1377,132.73212
1378,149.79782
1379,144.678
1380,129.22754
1381,156.40408
1382,162.28252
1383,179.2847
1384,122.861984
1385,95.01726
1386,38.29935
1387,17.416779
1388,3.1882706
1389,1.6522795
1390,1.7326962
1391,0
1392,0.06619966
1393,1.2630167
1394,19.566153
1395,68.32767
1396,148.14203
1397,196.32614
1398,337.7518
1399,374.8145
1400,422.49515
1401,491.39417
1402,600.2656
1403,610.77594
1404,504.60657
1405,468.0221
1406,312.4934
1407,241.8334
1408,162.20724
1409,112.63838
1410,66.42583
1411,29.752514
1412,3.0824933
1413,0
1414,0
1415,0
1416,0.23308179
1417,0.06517053
1418,12.240242
1419,36.23213
1420,73.94548
1421,97.13774
1422,89.32952
1423,113.78187
1424,216.45279
1425,366.5625
1426,464.40085
1427,543.6041
1428,544.4479
1429,452.27258
1430,307.79843
1431,211.17035
1432,131.04286
1433,98.02859
1434,74.80128
1435,40.3366
1436,10.1522665
1437,0
1438,0.6309433
1439,0
1440,0
1441,0
1442,0
1443,6.6501193
1444,41.03898
1445,108.13867
1446,192.75461
1447,326.05084
1448,377.23724
1449,472.90836
1450,497.9141
1451,507.89447
1452,383.87003
1453,188.14758
1454,299.90414
1455,288.3053
1456,188.67738
1457,139.51479
1458,38.5071
1459,7.748982
1460,0
1461,0
1462,0
1463,0
1464,0
1465,0
1466,0
1467,18.472551
1468,66.52987
1469,149.97751
1470,230.79262
1471,303.07437
1472,418.85858
1473,555.8646
1474,595.14874
1475,603.50195
1476,535.5427
1477,487.61456
1478,431.5647
1479,379.6258
1480,293.347
1481,160.02887
1482,53.661236
1483,9.94719
1484,0.28054258
1485,0.16399623
1486,0
1487,0
1488,0
1489,0
1490,0.06947345
1491,24.919985
1492,72.0295
1493,163.02255
1494,340.37158
1495,504.3927
1496,641.4005
1497,727.23236
1498,780.742
1499,796.5646
1500,665.6027
1501,629.1198
1502,546.9127
1503,350.2991
1504,224.60205
1505,133.74681
1506,73.67494
1507,19.023935
1508,0
1509,0
1510,0
1511,0
1512,0
1513,0
1514,6.034492
1515,22.736265
1516,65.027504
1517,157.58005
1518,322.23282
1519,469.96628
1520,654.1598
1521,609.9505
1522,605.2264
1523,607.4745
1524,584.3803
1525,492.75464
1526,461.03552
1527,435.43112
1528,330.21616
1529,172.25148
1530,54.92875
1531,18.553486
1532,0.57441354
1533,0
1534,0
1535,0
1536,0
1537,0
1538,3.414247
1539,35.499306
1540,86.036896
1541,184.83614
1542,341.31287
1543,466.47845
1544,684.0764
1545,695.7787
1546,718.779
1547,792.35345
1548,781.7973
1549,722.3531
1550,595.4755
1551,458.48727
1552,269.41315
1553,173.01427
1554,77.59638
1555,24.348906
1556,1.8605057
1557,1.3131202
1558,0
1559,0
1560,0
1561,0
1562,3.5689154
1563,32.991634
1564,95.60616
1565,210.21275
1566,383.54242
1567,496.42236
1568,656.78937
1569,621.1181
1570,617.9232
1571,593.2123
1572,548.16394
1573,512.0008
1574,519.04016
1575,365.12183
1576,324.78714
1577,160.17204
1578,87.019035
1579,22.107462
1580,3.5124817
1581,0.3535473
1582,0
1583,0
1584,0
1585,0
1586,4.632803
1587,35.54502
1588,96.46547
1589,218.85597
1590,405.88998
1591,510.5866
1592,686.2737
1593,751.6404
1594,733.98175
1595,741.05347
1596,675.33356
1597,561.65735
1598,517.14746
1599,383.82922
1600,297.18518
1601,169.39764
1602,89.61374
1603,31.456568
1604,6.041912
1605,0
1606,0
1607,0
1608,0
1609,0
1610,2.9834073
1611,15.433243
1612,27.01811
1613,40.522125
1614,74.96185
1615,99.41075
1616,90.36167
1617,115.39685
1618,155.77173
1619,237.76866
1620,309.43536
1621,405.52988
1622,345.63016
1623,271.19998
1624,222.33727
1625,124.90253
1626,63.755867
1627,29.426167
1628,9.4145775
1629,1.2694982
1630,0
1631,0
1632,0
1633,0
1634,7.7317524
1635,31.311285
1636,56.455692
1637,92.5151
1638,178.69637
1639,276.01767
1640,388.10364
1641,462.06705
1642,459.36774
1643,558.18787
1644,496.09363
1645,473.52798
1646,445.34323
1647,335.21548
1648,170.72981
1649,86.324394
1650,47.636227
1651,20.880497
1652,1.4632539
1653,0
1654,0
1655,0
1656,0
1657,0
1658,6.998232
1659,23.675194
1660,35.22201
1661,35.642483
1662,141.43707
1663,192.39456
1664,309.3075
1665,355.97757
1666,295.46683
1667,326.21988
1668,281.26566
1669,243.35533
1670,192.56337
1671,146.2178
1672,86.836685
1673,56.25454
1674,20.800228
1675,21.41913
1676,0.41303164
1677,0
1678,0
1679,0
1680,0
1681,0
1682,6.608087
1683,22.55515
1684,38.45973
1685,94.44135
1686,179.98705
1687,266.85464
1688,369.29172
1689,281.24808
1690,230.40498
1691,261.8185
1692,342.70166
1693,346.562
1694,290.58975
1695,261.99545
1696,246.34155
1697,166.37906
1698,98.20389
1699,37.875385
1700,10.605886
1701,0.14723556
1702,0
1703,0
1704,0
1705,0.56821597
1706,11.915145
1707,41.688744
1708,71.75957
1709,141.25038
1710,230.62825
1711,295.13876
1712,313.39905
1713,378.90485
1714,390.66736
1715,355.25665
1716,355.5979
1717,295.15576
1718,249.69537
1719,235.09824
1720,193.04977
1721,106.01953
1722,63.749878
1723,29.193016
1724,5.6888824
1725,0
1726,0
1727,0
1728,0
1729,0
1730,6.869135
1731,42.52444
1732,60.804115
1733,104.7609
1734,195.136
1735,268.72937
1736,302.4125
1737,322.89545
1738,408.61588
1739,416.6188
1740,349.8356
1741,337.60376
1742,287.19305
1743,232.89912
1744,174.76093
1745,118.17346
1746,71.66641
1747,42.1724
1748,8.571537
1749,1.5262487
1750,0
1751,0
1752,0
1753,1.6454467
1754,6.4663258
1755,26.202894
1756,75.213974
1757,155.33563
1758,200.4313
1759,281.13336
1760,382.58118
1761,443.60144
1762,427.0545
1763,424.81403
1764,389.7766
1765,367.77475
1766,251.27003
1767,182.1926
1768,125.35976
1769,98.89378
1770,42.85516
1771,14.79362
1772,1.5385377
1773,0.2698638
1774,0
1775,0
1776,0
1777,0
1778,3.7594478
1779,10.913817
1780,34.912426
1781,68.483635
1782,155.18948
1783,200.97154
1784,222.63448
1785,266.26456
1786,292.96725
1787,305.44162
1788,296.34302
1789,235.70642
1790,218.89978
1791,198.76181
1792,147.94028
1793,101.05457
1794,61.952374
1795,20.16432
1796,6.556098
1797,0.6501902
1798,0
1799,0
1800,0
1801,0
1802,2.320409
1803,25.278517
1804,62.648884
1805,93.5291
1806,162.16876
1807,214.18645
1808,267.67615
1809,345.53128
1810,372.4413
1811,346.88004
1812,374.24323
1813,375.76254
1814,273.39474
1815,252.28203
1816,184.24908
1817,126.48866
1818,90.12178
1819,30.978304
1820,4.427888
1821,0
1822,0
1823,0
1824,0
1825,0
1826,6.230652
1827,23.450825
1828,59.81915
1829,90.78652
1830,133.13295
1831,141.64217
1832,193.80544
1833,252.51881
1834,284.4612
1835,220.3429
1836,280.4124
1837,278.20148
1838,259.71973
1839,202.77777
1840,157.21793
1841,107.057526
1842,74.415276
1843,44.050655
1844,16.530714
1845,2.0509737
1846,0
1847,0
1848,0
1849,0
1850,20.715454
1851,59.050323
1852,118.223816
1853,245.78427
1854,434.80707
1855,592.7929
1856,715.7553
1857,818.35376
1858,857.1385
1859,875.6826
1860,854.9735
1861,819.0504
1862,659.2287
1863,521.9561
1864,354.26715
1865,235.27875
1866,125.578896
1867,49.587406
1868,15.171572
1869,0.059656426
1870,0.077343
1871,0
1872,0
1873,1.686972
1874,21.707012
1875,49.048714
1876,123.79096
1877,195.6254
1878,362.59027
1879,487.9704
1880,551.2766
1881,655.4515
1882,699.0139
1883,638.99603
1884,465.564
1885,312.62445
1886,229.33694
1887,242.6589
1888,243.62755
1889,132.60892
1890,63.46878
1891,31.521446
1892,5.1841908
1893,0.49393663
1894,0.77192706
1895,0
1896,0
1897,0.46072316
1898,13.531827
1899,36.10305
1900,66.38067
1901,116.406006
1902,270.6489
1903,497.9234
1904,574.49835
1905,582.78076
1906,651.89636
1907,733.04456
1908,796.1392
1909,767.33545
1910,660.2367
1911,536.2657
1912,350.13803
